Temperature_C,Pressure_P,Message Number
27.23,97246.3,21054
27.23,97244.82,21055
27.23,97243.98,21056
27.23,97244,21057
27.24,97244.53,21058
27.24,97246.52,21059
27.24,97245.2,21060
27.24,97246.09,21061
27.24,97244.33,21062
27.24,97243.98,21063
27.25,97246.18,21064
27.24,97245.64,21065
27.24,97243.49,21066
27.24,97242.5,21067
27.24,97242.5,21068
27.24,97242.5,21069
27.24,97240.27,21070
27.24,97241.09,21071
27.24,97241.23,21072
27.24,97242.92,21073
27.24,97241.23,21074
27.23,97241.02,21075
27.24,97233.44,21076
27.23,97238.38,21077
27.24,97239.93,21078
27.24,97239.31,21079
27.24,97239.48,21080
27.24,97242.8,21081
27.24,97243.28,21082
27.24,97240.6,21083
27.24,97243.91,21084
27.24,97241.92,21085
27.24,97240.8,21086
27.24,97243.05,21087
27.24,97251.73,21088
27.24,97256.54,21089
27.24,97257.98,21090
27.25,97253.3,21091
27.25,97252.7,21092
27.25,97251.31,21093
27.25,97253.38,21094
27.25,97255.52,21095
27.25,97252.58,21096
27.25,97252.67,21097
27.25,97249.06,21098
27.25,97249.23,21099
27.25,97249.89,21100
27.25,97246.7,21101
27.25,97248.33,21102
27.25,97246.55,21103
27.25,97246.7,21104
27.25,97247.38,21105
27.25,97245.22,21106
27.25,97245.22,21107
27.25,97244.39,21108
27.25,97246.41,21109
27.25,97241.08,21110
27.25,97241.7,21111
27.25,97237.07,21112
27.25,97237.07,21113
27.24,97241.84,21114
27.25,97239.05,21115
27.25,97240.88,21116
27.25,97240.39,21117
27.25,97242.53,21118
27.25,97245.02,21119
27.25,97243.53,21120
27.24,97245.16,21121
27.24,97244.82,21122
27.25,97245.39,21123
27.24,97245.94,21124
27.24,97243.33,21125
27.24,97242.33,21126
27.24,97243.28,21127
27.24,97239.98,21128
27.24,97242.96,21129
27.24,97244.56,21130
27.24,97247.47,21131
27.24,97246.8,21132
27.24,97245.31,21133
27.25,97242.86,21134
27.24,97242.33,21135
27.25,97244.19,21136
27.25,97242.2,21137
27.24,97243.45,21138
27.24,97241.64,21139
27.24,97242.8,21140
27.24,97239.27,21141
27.24,97240.42,21142
27.24,97239.44,21143
27.24,97238.32,21144
27.24,97241.5,21145
27.24,97241.09,21146
27.24,97240.98,21147
27.24,97232.86,21148
27.24,97236.17,21149
27.24,97237.83,21150
27.24,97237.16,21151
27.24,97235.01,21152
27.24,97232.31,21153
27.24,97233.02,21154
27.24,97233.56,21155
27.24,97236.38,21156
27.24,97235.3,21157
27.24,97233.44,21158
27.23,97232.73,21159
27.24,97229.95,21160
27.24,97232.77,21161
27.24,97233.27,21162
27.23,97233.58,21163
27.24,97232.27,21164
27.24,97233.44,21165
27.23,97233.58,21166
27.23,97234.22,21167
27.23,97233.69,21168
27.23,97230.65,21169
27.23,97233.46,21170
27.23,97233.46,21171
27.23,97234.28,21172
27.23,97234.78,21173
27.23,97228.98,21174
27.23,97234.45,21175
27.23,97236.61,21176
27.23,97234.13,21177
27.23,97235.11,21178
27.23,97238.27,21179
27.23,97237.66,21180
27.23,97234.55,21181
27.23,97233.73,21182
27.23,97231.38,21183
27.23,97234.39,21184
27.23,97236.17,21185
27.23,97235.68,21186
27.23,97234.73,21187
27.23,97235.39,21188
27.23,97233.2,21189
27.23,97232.8,21190
27.23,97233.88,21191
27.23,97233.73,21192
27.22,97231.28,21193
27.23,97230.47,21194
27.23,97232.36,21195
27.23,97231.3,21196
27.23,97234.02,21197
27.23,97232.36,21198
27.23,97228.27,21199
27.23,97226.41,21200
27.23,97225.34,21201
27.23,97224.58,21202
27.23,97222.53,21203
27.23,97220.38,21204
27.22,97216.83,21205
27.22,97217.48,21206
27.22,97214.29,21207
27.22,97211.52,21208
27.22,97211.73,21209
27.22,97210.7,21210
27.22,97211.03,21211
27.22,97207.84,21212
27.22,97206.48,21213
27.21,97204.3,21214
27.22,97203.5,21215
27.21,97199.15,21216
27.21,97198.41,21217
27.22,97198.03,21218
27.21,97197.27,21219
27.21,97196.4,21220
27.21,97197.59,21221
27.21,97197.09,21222
27.21,97194.81,21223
27.21,97191.95,21224
27.21,97193.45,21225
27.21,97195.23,21226
27.2,97195.36,21227
27.2,97194.2,21228
27.2,97194.36,21229
27.21,97197.76,21230
27.21,97196.23,21231
27.21,97195.64,21232
27.21,97198,21233
27.21,97195.47,21234
27.21,97196.17,21235
27.21,97197.42,21236
27.21,97199.13,21237
27.21,97200.91,21238
27.21,97202.69,21239
27.2,97204.3,21240
27.21,97206.66,21241
27.2,97205.61,21242
27.2,97206.95,21243
27.2,97206.78,21244
27.2,97208.59,21245
27.2,97210.25,21246
27.21,97210.81,21247
27.21,97211.8,21248
27.21,97210.3,21249
27.21,97210.81,21250
27.2,97210.76,21251
27.2,97212.73,21252
27.2,97211.05,21253
27.2,97210.72,21254
27.2,97209.19,21255
27.2,97208.89,21256
27.2,97212.08,21257
27.2,97210.42,21258
27.2,97208.86,21259
27.19,97208.12,21260
27.19,97206.34,21261
27.19,97206.66,21262
27.2,97205.08,21263
27.2,97204.21,21264
27.19,97201.5,21265
27.2,97201.4,21266
27.2,97200.41,21267
27.2,97199.08,21268
27.19,97197.16,21269
27.19,97194.97,21270
27.19,97194.97,21271
27.18,97194.55,21272
27.18,97193.98,21273
27.18,97191.83,21274
27.17,97192.45,21275
27.17,97191.95,21276
27.18,97191.91,21277
27.18,97191.04,21278
27.18,97191.58,21279
27.18,97191,21280
27.18,97190.91,21281
27.18,97192.76,21282
27.19,97191.98,21283
27.19,97193.18,21284
27.19,97193.88,21285
27.19,97195.2,21286
27.19,97197.65,21287
27.19,97198.16,21288
27.19,97199.3,21289
27.19,97202.95,21290
27.19,97202.82,21291
27.19,97202.36,21292
27.19,97204.02,21293
27.19,97203.84,21294
27.2,97204.05,21295
27.19,97204.52,21296
27.19,97204.34,21297
27.19,97203.52,21298
27.2,97206.38,21299
27.2,97209.72,21300
27.2,97208.59,21301
27.2,97209.23,21302
27.2,97209.72,21303
27.2,97211.92,21304
27.2,97213.73,21305
27.2,97212.91,21306
27.2,97212.41,21307
27.2,97213.4,21308
27.21,97213.78,21309
27.2,97214.07,21310
27.2,97213.2,21311
27.2,97213.4,21312
27.21,97213.3,21313
27.2,97212.25,21314
27.21,97209.81,21315
27.2,97213.06,21316
27.2,97213.4,21317
27.2,97209.38,21318
27.2,97215.05,21319
27.2,97215.22,21320
27.2,97213.53,21321
27.2,97213.66,21322
27.2,97214.33,21323
27.2,97212.7,21324
27.2,97214.52,21325
27.2,97214.86,21326
27.21,97214.78,21327
27.2,97214.23,21328
27.2,97213.58,21329
27.2,97212.75,21330
27.21,97212.95,21331
27.2,97212.41,21332
27.2,97210.58,21333
27.2,97211.08,21334
27.2,97212.08,21335
27.2,97207.73,21336
27.2,97207.06,21337
27.2,97208.69,21338
27.2,97206.87,21339
27.2,97197.95,21340
27.2,97203.09,21341
27.2,97202.59,21342
27.2,97202.14,21343
27.2,97201.94,21344
27.2,97200.15,21345
27.2,97196.84,21346
27.2,97194.36,21347
27.21,97195.27,21348
27.21,97193.03,21349
27.21,97188.55,21350
27.21,97190.54,21351
27.21,97185.54,21352
27.21,97186.66,21353
27.21,97185.84,21354
27.21,97184.17,21355
27.2,97184.59,21356
27.2,97184.91,21357
27.2,97183.55,21358
27.2,97180.7,21359
27.2,97179.61,21360
27.21,97182.66,21361
27.21,97182.66,21362
27.21,97182.84,21363
27.21,97183.68,21364
27.2,97182.61,21365
27.21,97184.05,21366
27.21,97185.05,21367
27.21,97185.41,21368
27.22,97184.95,21369
27.22,97189.41,21370
27.22,97189.95,21371
27.22,97188.63,21372
27.22,97188.95,21373
27.22,97184.78,21374
27.22,97188.76,21375
27.22,97188.13,21376
27.22,97185.65,21377
27.22,97185.28,21378
27.22,97186.31,21379
27.22,97185.61,21380
27.22,97185.44,21381
27.22,97189.13,21382
27.22,97188.63,21383
27.22,97189.83,21384
27.22,97190.33,21385
27.22,97189.83,21386
27.22,97189.95,21387
27.22,97189.45,21388
27.22,97188.3,21389
27.22,97189.2,21390
27.22,97187.22,21391
27.22,97187.59,21392
27.22,97184.45,21393
27.21,97185.41,21394
27.21,97185,21395
27.21,97184.88,21396
27.21,97183.34,21397
27.22,97183.95,21398
27.22,97182.46,21399
27.22,97183,21400
27.22,97182.5,21401
27.22,97182.3,21402
27.22,97183.29,21403
27.22,97182.16,21404
27.22,97181.8,21405
27.22,97184.28,21406
27.22,97182.7,21407
27.22,97182.88,21408
27.22,97183.08,21409
27.22,97183.41,21410
27.22,97184.33,21411
27.22,97183.5,21412
27.21,97183.75,21413
27.22,97180.31,21414
27.22,97179.31,21415
27.22,97180.35,21416
27.22,97177.91,21417
27.22,97179.89,21418
27.22,97182.58,21419
27.23,97181.63,21420
27.23,97183.12,21421
27.23,97179.53,21422
27.23,97182.02,21423
27.23,97181.05,21424
27.23,97181.73,21425
27.23,97178.09,21426
27.24,97181.11,21427
27.24,97183.92,21428
27.23,97176.44,21429
27.23,97180.9,21430
27.24,97182.26,21431
27.24,97180.28,21432
27.24,97178.63,21433
27.24,97178.63,21434
27.24,97178.5,21435
27.24,97178.86,21436
27.24,97178.86,21437
27.24,97176.38,21438
27.24,97176.75,21439
27.25,97178.11,21440
27.25,97177.61,21441
27.25,97179.11,21442
27.25,97178.15,21443
27.25,97176.03,21444
27.25,97177.69,21445
27.25,97180.7,21446
27.25,97174.91,21447
27.25,97178.34,21448
27.25,97181.53,21449
27.25,97182.69,21450
27.25,97184.11,21451
27.25,97183.66,21452
27.26,97183.06,21453
27.25,97182.16,21454
27.25,97184.94,21455
27.25,97183.66,21456
27.25,97184.34,21457
27.25,97182.86,21458
27.25,97183.19,21459
27.25,97185.17,21460
27.26,97185.38,21461
27.26,97185.59,21462
27.26,97185.92,21463
27.26,97185.59,21464
27.27,97186.69,21465
27.27,97186.35,21466
27.27,97186.86,21467
27.26,97189.14,21468
27.27,97189.34,21469
27.27,97187.84,21470
27.26,97188.81,21471
27.27,97189.52,21472
27.27,97189.34,21473
27.26,97188.15,21474
27.27,97188.85,21475
27.26,97187.11,21476
27.27,97187.52,21477
27.27,97187.53,21478
27.27,97188.02,21479
27.27,97187.53,21480
27.27,97187.39,21481
27.27,97188.18,21482
27.27,97186.69,21483
27.26,97184.84,21484
27.27,97185.36,21485
27.27,97188.02,21486
27.27,97186.23,21487
27.27,97186.04,21488
27.27,97184.05,21489
27.27,97185.03,21490
27.27,97186.37,21491
27.27,97185.2,21492
27.27,97186.23,21493
27.27,97184.62,21494
27.27,97185.25,21495
27.27,97184.25,21496
27.27,97183.88,21497
27.27,97184.71,21498
27.27,97183.42,21499
27.27,97182.77,21500
27.27,97181.94,21501
27.27,97181.07,21502
27.27,97179.44,21503
27.27,97179.62,21504
27.27,97177.59,21505
27.27,97177.33,21506
27.27,97175.6,21507
27.27,97177.33,21508
27.28,97172.56,21509
27.28,97172.56,21510
27.27,97172.36,21511
27.28,97173.06,21512
27.28,97172.08,21513
27.28,97173.11,21514
27.28,97169.13,21515
27.28,97168.14,21516
27.28,97167.31,21517
27.28,97164.66,21518
27.28,97166.27,21519
27.28,97164.66,21520
27.28,97166.81,21521
27.28,97169.13,21522
27.28,97169.3,21523
27.28,97166.19,21524
27.29,97167.42,21525
27.29,97165.77,21526
27.28,97162.91,21527
27.29,97164.47,21528
27.29,97163.1,21529
27.29,97164.14,21530
27.29,97162.45,21531
27.29,97161.29,21532
27.29,97161.98,21533
27.29,97165.13,21534
27.29,97165.8,21535
27.29,97162.84,21536
27.29,97163.34,21537
27.3,97163.93,21538
27.3,97165.42,21539
27.3,97164.92,21540
27.3,97166.59,21541
27.3,97162.77,21542
27.3,97165.25,21543
27.3,97165.25,21544
27.3,97169.23,21545
27.3,97164.27,21546
27.3,97165.52,21547
27.3,97165.69,21548
27.3,97163.53,21549
27.3,97163.47,21550
27.3,97163.81,21551
27.3,97163.97,21552
27.3,97163.53,21553
27.3,97164.36,21554
27.3,97163.47,21555
27.31,97163.11,21556
27.31,97164.1,21557
27.31,97164.27,21558
27.31,97165.92,21559
27.31,97165.92,21560
27.31,97166.42,21561
27.31,97167.66,21562
27.31,97165.52,21563
27.31,97163.02,21564
27.31,97162.2,21565
27.31,97165.84,21566
27.31,97167,21567
27.31,97165.02,21568
27.31,97162.16,21569
27.31,97160.16,21570
27.32,97162.07,21571
27.31,97160.38,21572
27.31,97159.55,21573
27.32,97156.93,21574
27.31,97157.9,21575
27.32,97158,21576
27.32,97158.16,21577
27.33,97158.36,21578
27.33,97158.86,21579
27.33,97161.4,21580
27.33,97163.58,21581
27.33,97163.88,21582
27.33,97162.7,21583
27.33,97161.71,21584
27.33,97164.21,21585
27.33,97164.55,21586
27.33,97163.09,21587
27.34,97163.83,21588
27.33,97161.43,21589
27.33,97163.09,21590
27.33,97163.88,21591
27.33,97163.13,21592
27.34,97163.66,21593
27.34,97164.69,21594
27.33,97163.95,21595
27.34,97164,21596
27.33,97167.93,21597
27.33,97167.59,21598
27.34,97170.49,21599
27.34,97170.13,21600
27.34,97170.66,21601
27.34,97170.98,21602
27.34,97168.34,21603
27.35,97170.56,21604
27.35,97169.6,21605
27.35,97170.27,21606
27.34,97169.04,21607
27.35,97170.43,21608
27.35,97174.37,21609
27.34,97169.53,21610
27.34,97170.53,21611
27.34,97174.5,21612
27.35,97175.7,21613
27.35,97173.25,21614
27.35,97173.09,21615
27.35,97173.88,21616
27.35,97170.27,21617
27.35,97169.56,21618
27.34,97167.38,21619
27.35,97170.27,21620
27.35,97172.25,21621
27.35,97172.09,21622
27.35,97170.73,21623
27.35,97170.23,21624
27.35,97170.06,21625
27.35,97173.05,21626
27.35,97174.54,21627
27.34,97174,21628
27.35,97174.21,21629
27.34,97174,21630
27.35,97173.58,21631
27.35,97172.78,21632
27.35,97177.3,21633
27.35,97182.92,21634
27.35,97176.8,21635
27.35,97177.63,21636
27.35,97180.05,21637
27.35,97177.59,21638
27.35,97174.58,21639
27.35,97174.28,21640
27.35,97174.9,21641
27.35,97171.73,21642
27.35,97172.22,21643
27.34,97173.84,21644
27.35,97174.97,21645
27.35,97173.12,21646
27.36,97173.84,21647
27.36,97171.7,21648
27.36,97172.7,21649
27.36,97173.73,21650
27.36,97171.25,21651
27.36,97172.08,21652
27.36,97172.58,21653
27.36,97169.76,21654
27.36,97170.59,21655
27.36,97168.44,21656
27.36,97165.57,21657
27.36,97164.78,21658
27.36,97162.8,21659
27.36,97163.3,21660
27.36,97163.3,21661
27.36,97163.47,21662
27.36,97163.18,21663
27.36,97161.49,21664
27.37,97162.22,21665
27.37,97161.72,21666
27.37,97158.94,21667
27.37,97157.75,21668
27.37,97156.42,21669
27.37,97155.96,21670
27.37,97153.28,21671
27.37,97156.09,21672
27.37,97160.73,21673
27.37,97165.23,21674
27.37,97166.53,21675
27.37,97165.36,21676
27.37,97159.07,21677
27.36,97161.69,21678
27.36,97162.98,21679
27.36,97158.34,21680
27.36,97161.81,21681
27.36,97163.97,21682
27.37,97164.55,21683
27.36,97165.3,21684
27.36,97164.63,21685
27.36,97167.28,21686
27.36,97165.99,21687
27.36,97163.83,21688
27.36,97163.18,21689
27.36,97167.31,21690
27.37,97169.21,21691
27.37,97167.4,21692
27.37,97166.27,21693
27.37,97167.22,21694
27.37,97169.74,21695
27.37,97169.55,21696
27.37,97170.61,21697
27.37,97170.04,21698
27.37,97167.59,21699
27.37,97167.47,21700
27.37,97168.42,21701
27.37,97163.79,21702
27.37,97166.43,21703
27.37,97166.91,21704
27.37,97167.92,21705
27.37,97167.89,21706
27.37,97163.58,21707
27.37,97159.64,21708
27.37,97156.75,21709
27.37,97157.13,21710
27.37,97157.78,21711
27.37,97156.09,21712
27.37,97151.3,21713
27.37,97155.63,21714
27.37,97154.3,21715
27.37,97155.27,21716
27.37,97155.03,21717
27.37,97151.89,21718
27.37,97149.38,21719
27.37,97151.23,21720
27.37,97149.73,21721
27.37,97151.56,21722
27.38,97153.63,21723
27.37,97154.22,21724
27.37,97155.83,21725
27.37,97155.37,21726
27.38,97155.58,21727
27.37,97152.39,21728
27.37,97150.89,21729
27.37,97153.34,21730
27.37,97149.23,21731
27.37,97151.23,21732
27.37,97152.19,21733
27.37,97149.91,21734
27.38,97148.61,21735
27.38,97147.45,21736
27.38,97146.38,21737
27.38,97148.03,21738
27.38,97150.52,21739
27.38,97150.52,21740
27.38,97148.86,21741
27.38,97148.7,21742
27.38,97152.97,21743
27.38,97149.48,21744
27.38,97148.33,21745
27.38,97147.04,21746
27.38,97145.84,21747
27.38,97144.22,21748
27.38,97142.53,21749
27.38,97140.74,21750
27.38,97142.38,21751
27.38,97143.3,21752
27.38,97135.86,21753
27.38,97139.91,21754
27.38,97139.58,21755
27.38,97137.73,21756
27.38,97139.05,21757
27.38,97138.84,21758
27.38,97142.38,21759
27.38,97130.55,21760
27.38,97138.17,21761
27.38,97139.38,21762
27.38,97136.11,21763
27.38,97135.74,21764
27.38,97137.06,21765
27.38,97140.74,21766
27.38,97140.21,21767
27.38,97138.89,21768
27.38,97135.25,21769
27.38,97139.88,21770
27.38,97142.23,21771
27.38,97145.44,21772
27.38,97146.17,21773
27.38,97148.11,21774
27.38,97145.14,21775
27.38,97147.17,21776
27.38,97145.22,21777
27.38,97147.17,21778
27.38,97145.84,21779
27.38,97145.44,21780
27.38,97146.21,21781
27.38,97144.36,21782
27.38,97143.48,21783
27.38,97144.39,21784
27.38,97140.38,21785
27.38,97139.23,21786
27.38,97141.66,21787
27.38,97141.32,21788
27.37,97141.25,21789
27.37,97140.8,21790
27.37,97140.3,21791
27.37,97139.93,21792
27.38,97138.34,21793
27.37,97139.47,21794
27.38,97139.05,21795
27.38,97138.55,21796
27.38,97137.19,21797
27.38,97134.58,21798
27.38,97135.62,21799
27.38,97137.84,21800
27.38,97140.33,21801
27.38,97140.5,21802
27.38,97143.15,21803
27.38,97137.52,21804
27.37,97137.48,21805
27.37,97135.59,21806
27.37,97134,21807
27.37,97135.95,21808
27.37,97138.94,21809
27.37,97141.39,21810
27.37,97136.66,21811
27.37,97139.63,21812
27.37,97134,21813
27.37,97134.46,21814
27.37,97129.66,21815
27.37,97127.84,21816
27.37,97129.95,21817
27.37,97125.45,21818
27.37,97121.51,21819
27.37,97122.87,21820
27.36,97123.59,21821
27.37,97120.31,21822
27.37,97121.8,21823
27.37,97122.96,21824
27.37,97122.05,21825
27.37,97124.2,21826
27.37,97124.32,21827
27.37,97125.68,21828
27.37,97122.2,21829
27.37,97123.16,21830
27.37,97122.87,21831
27.37,97124.36,21832
27.37,97122.53,21833
27.37,97121.38,21834
27.38,97121.44,21835
27.37,97125.55,21836
27.37,97127.21,21837
27.37,97127.17,21838
27.37,97126.02,21839
27.37,97125.02,21840
27.37,97125.68,21841
27.37,97126.48,21842
27.37,97127.1,21843
27.37,97125.11,21844
27.37,97125.32,21845
27.37,97132.44,21846
27.37,97136.28,21847
27.37,97128.67,21848
27.37,97129.04,21849
27.37,97129.04,21850
27.37,97134.79,21851
27.37,97127.13,21852
27.37,97127.63,21853
27.37,97126.02,21854
27.37,97127.5,21855
27.37,97123.98,21856
27.37,97117.73,21857
27.37,97121.7,21858
27.37,97114.05,21859
27.37,97122.7,21860
27.37,97126.27,21861
27.37,97132.44,21862
27.37,97130.45,21863
27.37,97128.17,21864
27.37,97124.36,21865
27.37,97129.42,21866
27.37,97131.31,21867
27.37,97127.01,21868
27.37,97121.96,21869
27.37,97119.69,21870
27.37,97118.06,21871
27.37,97118.02,21872
27.37,97118.69,21873
27.37,97116.58,21874
27.37,97118.09,21875
27.37,97119.39,21876
27.37,97118.27,21877
27.37,97117.11,21878
27.37,97116.03,21879
27.37,97116.77,21880
27.37,97115.95,21881
27.37,97116.24,21882
27.37,97116.28,21883
27.37,97116.94,21884
27.38,97117.52,21885
27.38,97116.97,21886
27.37,97114.95,21887
27.38,97117.97,21888
27.37,97115.78,21889
27.37,97120.58,21890
27.37,97116.08,21891
27.37,97118.6,21892
27.38,97124.92,21893
27.37,97120.42,21894
27.38,97120.66,21895
27.38,97121.95,21896
27.38,97123.44,21897
27.37,97126.72,21898
27.38,97130.45,21899
27.38,97131.09,21900
27.37,97129.36,21901
27.37,97132.31,21902
27.37,97130.36,21903
27.37,97130.36,21904
27.37,97128.7,21905
27.37,97128.49,21906
27.37,97129.66,21907
27.37,97128.86,21908
27.37,97123.2,21909
27.37,97125.36,21910
27.37,97125.52,21911
27.37,97118.56,21912
27.37,97118.89,21913
27.37,97122.07,21914
27.37,97121.05,21915
27.38,97120.78,21916
27.37,97121.75,21917
27.38,97122.77,21918
27.38,97121.53,21919
27.38,97122.28,21920
27.38,97123.44,21921
27.37,97125.55,21922
27.38,97124.77,21923
27.37,97124.73,21924
27.37,97123.86,21925
27.37,97123.16,21926
27.37,97127.17,21927
27.37,97127.34,21928
27.37,97126.22,21929
27.38,97127.08,21930
27.37,97125.22,21931
27.37,97127.34,21932
27.37,97124.69,21933
27.38,97127.41,21934
27.38,97129.48,21935
27.38,97128.91,21936
27.38,97130.81,21937
27.38,97131.47,21938
27.38,97129.28,21939
27.39,97128.58,21940
27.38,97128.98,21941
27.38,97130.64,21942
27.38,97129.11,21943
27.38,97126.99,21944
27.39,97130.41,21945
27.39,97130.62,21946
27.39,97130.74,21947
27.38,97128.72,21948
27.38,97130.38,21949
27.38,97126.91,21950
27.38,97129.65,21951
27.38,97129.61,21952
27.38,97131.27,21953
27.38,97128.95,21954
27.38,97126.66,21955
27.38,97126.89,21956
27.38,97127.72,21957
27.39,97124.61,21958
27.39,97126.63,21959
27.39,97127.63,21960
27.39,97127.8,21961
27.39,97131.23,21962
27.39,97130.74,21963
27.39,97128.8,21964
27.38,97127.38,21965
27.39,97127.95,21966
27.38,97127.23,21967
27.38,97129.32,21968
27.38,97129.55,21969
27.39,97128.8,21970
27.39,97125.44,21971
27.39,97127.42,21972
27.38,97125.91,21973
27.38,97127.98,21974
27.38,97126,21975
27.39,97128.09,21976
27.39,97127.3,21977
27.39,97127.8,21978
27.39,97125.97,21979
27.39,97123,21980
27.39,97118.85,21981
27.39,97124.64,21982
27.39,97123.81,21983
27.39,97126.47,21984
27.39,97124.98,21985
27.39,97122.16,21986
27.39,97123.98,21987
27.39,97124.48,21988
27.39,97121.17,21989
27.39,97120.02,21990
27.39,97118.56,21991
27.39,97118.53,21992
27.39,97118.53,21993
27.39,97121.17,21994
27.39,97120.33,21995
27.39,97121.71,21996
27.39,97124.66,21997
27.39,97126.47,21998
27.4,97127.53,21999
27.39,97129.33,22000
27.39,97129.63,22001
27.39,97129.95,22002
27.39,97133.27,22003
27.39,97131.44,22004
27.39,97128.13,22005
27.39,97124.83,22006
27.39,97122.67,22007
27.39,97118.23,22008
27.4,97117.27,22009
27.4,97116.94,22010
27.39,97115.55,22011
27.39,97115.91,22012
27.39,97118.23,22013
27.4,97116.27,22014
27.39,97117.9,22015
27.4,97117.27,22016
27.4,97116.94,22017
27.4,97116.94,22018
27.39,97115.75,22019
27.39,97115.58,22020
27.4,97116.27,22021
27.4,97121.58,22022
27.39,97126.52,22023
27.39,97132.77,22024
27.39,97121.16,22025
27.39,97118.67,22026
27.39,97127.97,22027
27.39,97123.7,22028
27.39,97118.89,22029
27.4,97122.73,22030
27.4,97124.23,22031
27.4,97122.41,22032
27.39,97119.39,22033
27.39,97117.23,22034
27.39,97119.05,22035
27.4,97114.63,22036
27.4,97117.27,22037
27.4,97115.83,22038
27.4,97118.44,22039
27.39,97117.23,22040
27.4,97116.66,22041
27.4,97117.61,22042
27.39,97118.73,22043
27.4,97120.75,22044
27.4,97120.25,22045
27.4,97124.11,22046
27.4,97128.09,22047
27.4,97124.94,22048
27.4,97123.45,22049
27.4,97124.44,22050
27.4,97122.48,22051
27.4,97118.18,22052
27.4,97121.98,22053
27.4,97122.82,22054
27.4,97121.98,22055
27.4,97126.38,22056
27.4,97121.58,22057
27.4,97123.28,22058
27.4,97125.89,22059
27.39,97126.17,22060
27.39,97124.69,22061
27.4,97134.34,22062
27.39,97137.78,22063
27.4,97133.5,22064
27.4,97123.73,22065
27.4,97131.69,22066
27.39,97134.13,22067
27.4,97135.71,22068
27.4,97133.92,22069
27.4,97128.12,22070
27.4,97124.15,22071
27.4,97120.5,22072
27.4,97125.34,22073
27.4,97129.61,22074
27.4,97121.49,22075
27.4,97122.52,22076
27.4,97121.7,22077
27.4,97118.18,22078
27.4,97114.33,22079
27.4,97114.87,22080
27.4,97105.22,22081
27.4,97109.03,22082
27.4,97110.2,22083
27.39,97108.92,22084
27.39,97105.47,22085
27.39,97108.42,22086
27.39,97111.39,22087
27.4,97114.45,22088
27.4,97118.27,22089
27.4,97120.96,22090
27.4,97117.44,22091
27.4,97121.08,22092
27.39,97122.87,22093
27.4,97116.81,22094
27.4,97116.49,22095
27.4,97116.98,22096
27.4,97115.45,22097
27.4,97119.52,22098
27.4,97114.87,22099
27.4,97120.96,22100
27.4,97120.7,22101
27.4,97115.98,22102
27.4,97116.69,22103
27.4,97118.84,22104
27.4,97117.52,22105
27.4,97118.84,22106
27.4,97117.67,22107
27.4,97118.15,22108
27.4,97117.61,22109
27.4,97118.34,22110
27.39,97123.7,22111
27.4,97120.66,22112
27.4,97115.33,22113
27.39,97119.39,22114
27.4,97121.75,22115
27.4,97123.23,22116
27.39,97123.7,22117
27.4,97120.75,22118
27.4,97116.31,22119
27.4,97118.3,22120
27.4,97120.75,22121
27.4,97125.22,22122
27.4,97126.55,22123
27.4,97121.63,22124
27.4,97121.16,22125
27.4,97119.47,22126
27.4,97118.64,22127
27.4,97123.31,22128
27.41,97119.08,22129
27.4,97118.88,22130
27.41,97124.05,22131
27.4,97124.02,22132
27.4,97123.19,22133
27.4,97120.2,22134
27.4,97119.55,22135
27.4,97120.17,22136
27.4,97120.17,22137
27.4,97121.79,22138
27.4,97120.3,22139
27.39,97124.36,22140
27.4,97122.41,22141
27.39,97119.88,22142
27.39,97119.85,22143
27.39,97122.13,22144
27.38,97126.56,22145
27.39,97123.81,22146
27.39,97122.63,22147
27.39,97125.81,22148
27.39,97123.95,22149
27.39,97125.94,22150
27.39,97126.64,22151
27.39,97128.5,22152
27.4,97132.84,22153
27.39,97129.83,22154
27.4,97129.77,22155
27.4,97132.72,22156
27.4,97125.72,22157
27.39,97130.49,22158
27.4,97127.92,22159
27.4,97126.55,22160
27.39,97122.2,22161
27.39,97124.98,22162
27.39,97124.66,22163
27.39,97123.98,22164
27.39,97125.14,22165
27.39,97125.64,22166
27.39,97129.08,22167
27.39,97125.94,22168
27.39,97126.8,22169
27.39,97127.17,22170
27.39,97123.98,22171
27.39,97123.98,22172
27.39,97129.25,22173
27.38,97129.7,22174
27.39,97132.06,22175
27.38,97132.19,22176
27.39,97133.92,22177
27.39,97132.27,22178
27.39,97129.92,22179
27.39,97129.41,22180
27.39,97127.26,22181
27.39,97121.33,22182
27.39,97120.3,22183
27.39,97120.3,22184
27.39,97120.47,22185
27.39,97123.16,22186
27.39,97123.03,22187
27.39,97123.2,22188
27.39,97122.34,22189
27.39,97124.48,22190
27.39,97128.8,22191
27.38,97129.38,22192
27.38,97132.19,22193
27.38,97133.35,22194
27.38,97134.28,22195
27.38,97131.87,22196
27.38,97126.33,22197
27.38,97128.88,22198
27.38,97130.14,22199
27.38,97126.75,22200
27.38,97124.84,22201
27.38,97122.98,22202
27.38,97124.52,22203
27.38,97121.86,22204
27.38,97126.06,22205
27.38,97124.67,22206
27.38,97120.2,22207
27.38,97122.58,22208
27.38,97124.41,22209
27.39,97124.61,22210
27.38,97122.86,22211
27.38,97119.88,22212
27.38,97118.18,22213
27.38,97126.17,22214
27.38,97120.37,22215
27.38,97118.7,22216
27.38,97118.38,22217
27.38,97117.46,22218
27.38,97117.05,22219
27.39,97116.98,22220
